Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Timor-Leste,TMP,CO2 emissions (kt),EN.ATM.CO2E.KT,245.689,293.36,440.04,..,..,..
Togo,TGO,CO2 emissions (kt),EN.ATM.CO2E.KT,2409.219,2163.53,2229.536,..,..,..
Tonga,TON,CO2 emissions (kt),EN.ATM.CO2E.KT,102.676,179.683,209.019,..,..,..
Trinidad and Tobago,TTO,CO2 emissions (kt),EN.ATM.CO2E.KT,46900.93,45371.791,46541.564,..,..,..
Tunisia,TUN,CO2 emissions (kt),EN.ATM.CO2E.KT,26021.032,27003.788,27667.515,..,..,..
Turkey,TUR,CO2 emissions (kt),EN.ATM.CO2E.KT,320840.498,329560.624,323451.402,..,..,..
Turkmenistan,TKM,CO2 emissions (kt),EN.ATM.CO2E.KT,62592.023,64993.908,66893.414,..,..,..
Turks and Caicos Islands,TCA,CO2 emissions (kt),EN.ATM.CO2E.KT,190.684,198.018,198.018,..,..,..
Tuvalu,TUV,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..
Uganda,UGA,CO2 emissions (kt),EN.ATM.CO2E.KT,4264.721,4085.038,4895.445,..,..,..
Ukraine,UKR,CO2 emissions (kt),EN.ATM.CO2E.KT,286444.038,295772.886,271101.31,..,..,..
United Arab Emirates,ARE,CO2 emissions (kt),EN.ATM.CO2E.KT,159584.173,172356.334,169122.04,..,..,..
United Kingdom,GBR,CO2 emissions (kt),EN.ATM.CO2E.KT,447935.051,467197.802,457472.918,..,..,..
United States,USA,CO2 emissions (kt),EN.ATM.CO2E.KT,5305279.921,5115806.031,5186168.427,..,..,..
Upper middle income,UMC,CO2 emissions (kt),EN.ATM.CO2E.KT,15998040.49,16504523.23,16733142.15,..,..,..
Uruguay,URY,CO2 emissions (kt),EN.ATM.CO2E.KT,7763.039,8694.457,7605.358,..,..,..
Uzbekistan,UZB,CO2 emissions (kt),EN.ATM.CO2E.KT,113684.334,115814.861,103226.05,..,..,..
Vanuatu,VUT,CO2 emissions (kt),EN.ATM.CO2E.KT,132.012,113.677,106.343,..,..,..
"Venezuela, RB",VEN,CO2 emissions (kt),EN.ATM.CO2E.KT,178806.587,198641.39,185531.865,..,..,..
Vietnam,VNM,CO2 emissions (kt),EN.ATM.CO2E.KT,161887.049,158231.05,152624.207,..,..,..
Virgin Islands (U.S.),VIR,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..
West Bank and Gaza,WBG,CO2 emissions (kt),EN.ATM.CO2E.KT,2247.871,2200.2,2438.555,..,..,..
World,WLD,CO2 emissions (kt),EN.ATM.CO2E.KT,34865836,35463557,35848592,..,..,..
"Yemen, Rep.",YEM,CO2 emissions (kt),EN.ATM.CO2E.KT,19666.121,18290.996,25346.304,..,..,..
Zambia,ZMB,CO2 emissions (kt),EN.ATM.CO2E.KT,2933.6,3479.983,3824.681,..,..,..
Zimbabwe,ZWE,CO2 emissions (kt),EN.ATM.CO2E.KT,11628.057,12933.509,13780.586,..,..,..
