id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,cancellation_policy,amenities
14820482,Historic townhouse in the heart of Boston,92648590,Paul,,Bay Village,42.34900385,-71.06887726,Entire home/apt,4,1.5,3,2,375,,125.00,3,0,,,1,346,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}"
14731382,"Dramatic 2 BR, Private Entrance Townhouse 1",72882793,Liesl &,,Bay Village,42.35046584,-71.06709323,Entire home/apt,4,1,2,2,299,500,100.00,3,0,,,4,163,strict,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}"
2848330,New Downtown 2Bedrooms,3011415,Stanley And Sue,,Chinatown,42.34867607,-71.06124333,Entire home/apt,4,1,2,3,295,300,60.00,3,33,8/17/16,1.36,5,337,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
13079659,Chic 2BR Near Boston Common,12243051,Flatbook,,Chinatown,42.35126667,-71.06190274,Entire home/apt,4,1,2,2,259,400,95.00,3,3,8/28/16,0.98,58,109,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
2848370,New 1 BD Downtown ( B ),3011415,Stanley And Sue,,Chinatown,42.34898804,-71.06049315,Entire home/apt,3,1,1,1,185,200,60.00,3,36,8/11/16,1.53,5,346,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
13024385,Roomy 2BR close to Boston Common,12243051,Flatbook,,Chinatown,42.35124444,-71.06197822,Entire home/apt,4,1,2,2,269,400,95.00,3,1,6/16/16,0.36,58,77,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
2848362,2BR Downtown Boston,3011415,Stanley And Sue,,Chinatown,42.3481647,-71.05974391,Entire home/apt,4,1,2,3,295,300,60.00,3,30,8/14/16,1.25,5,334,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
2187766,Lux Downtown Boston 2BR Apt w/pool,9419684,Mike,,Chinatown,42.35163838,-71.06214807,Entire home/apt,5,2,2,3,389,,100.00,3,22,7/31/16,0.74,61,92,moderate,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
11169560,Chinatown Best Location Studio,34039422,Jacinto,,Chinatown,42.35029726,-71.06231125,Entire home/apt,2,1,0,1,120,,10.00,3,13,7/26/16,2.15,1,60,moderate,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron}"
12383204,Dowtown Boston 2BR Apt.-Opera House,30283594,Kara,,Chinatown,42.35241722,-71.06161905,Entire home/apt,5,2,2,2,299,,100.00,3,1,7/18/16,0.58,136,175,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}"
2848239,New 1 BD Downtown ( 1 ),3011415,Stanley And Sue,,Chinatown,42.35008236,-71.05978021,Entire home/apt,3,1,1,1,250,300,60.00,3,33,8/13/16,1.38,5,348,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
994317,[1168-1C]Elegant 1BR - Downtown Boston,25188,Seamless,,Chinatown,42.35219725,-71.0619951,Entire home/apt,2,1,1,1,349,,150.00,3,4,7/31/15,0.09,79,365,super_strict_30,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""24-Hour Check-in"",Hangers}"
9921925,Lux 1BR Apt Near Theatre District,30283594,Kara,,Chinatown,42.35227738,-71.06168847,Entire home/apt,3,1,1,1,169,,100.00,3,0,,,136,170,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron}"
10116726,Dowtown Boston 1BR Apt-Logan Airprt,30283594,Kara,,Chinatown,42.35160596,-71.06154627,Entire home/apt,3,1,1,1,169,,100.00,3,1,2/12/16,0.14,136,173,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron}"
10136854,Deluxe 1BR BostonFurnished Apt.,30283594,Kara,,Chinatown,42.35064189,-71.06291038,Entire home/apt,3,1,1,1,349,,100.00,3,0,,,136,117,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron}"
10117472,LUX Boston 2BR Apt- Financial Dist.,30283594,Kara,,Chinatown,42.35132189,-71.06269214,Entire home/apt,5,2,2,2,199,,100.00,3,0,,,136,175,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron}"
10116429,Dowtown Boston 1BR Apt.+Indoor Pool,30283594,Kara,,Chinatown,42.35125462,-71.06124548,Entire home/apt,3,1,1,1,169,,100.00,3,1,1/17/16,0.13,136,173,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron}"
11982313,Dowtown Boston 2BR Apt-Opera House!,30283594,Kara,,Chinatown,42.35094639,-71.06213033,Entire home/apt,5,2,2,2,199,,100.00,3,0,,,136,175,flexible,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}"
4445906,Lux Downtown Boston 2BR Apt w/pool,9419684,Mike,,Chinatown,42.35158128,-71.06172714,Entire home/apt,5,2,2,3,389,,100.00,3,3,8/13/16,0.63,61,79,moderate,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Pets live on this property"",Dog(s),Cat(s),""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}"
10116601,Dowtown Boston 1BR Apt+Indoor Pool,30283594,Kara,,Chinatown,42.35206849,-71.06194463,Entire home/apt,3,1,1,1,169,,100.00,3,1,4/8/16,0.2,136,173,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron}"
11981674,Dowtown Boston 2BR Apt -Opera House,30283594,Kara,,Chinatown,42.35101552,-71.06290707,Entire home/apt,5,2,2,2,199,,100.00,3,0,,,136,179,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}"
10117329,LUX Boston 2BR Apt. Logan Airport,30283594,Kara,,Chinatown,42.35090795,-71.06197529,Entire home/apt,5,2,2,2,299,,100.00,3,2,4/6/16,0.25,136,179,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron}"
721979,[1168-2C]Elegant 2BRs - Downtown Boston,25188,Seamless,,Chinatown,42.35072286,-71.06293733,Entire home/apt,4,2,2,2,349,,150.00,3,7,10/31/15,0.17,79,364,super_strict_30,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector""}"
14204600,North End 2 BR | 1 BA Duplex in Little Italy,9410008,Jason,,North End,42.36784682,-71.05300114,Entire home/apt,6,1,2,2,320,450,100.00,3,7,8/19/16,5.53,15,329,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
2898226,Modern North End 1BR Apartment,10716287,Benjamin,,North End,42.36454385,-71.05326897,Entire home/apt,3,1,1,2,210,,,3,130,8/18/16,4.69,1,63,moderate,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Iron,""Laptop Friendly Workspace""}"
13478348,Cozy 2BD North End apt,76954514,Rebecca,,North End,42.36424351,-71.05617538,Entire home/apt,3,1,2,1,182,,50.00,3,10,8/24/16,4.29,1,6,strict,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
13007124,Modern North End Studio,68072593,James,,North End,42.36707114,-71.05364659,Entire home/apt,2,1,0,1,120,,40.00,3,21,8/30/16,5.63,1,305,flexible,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace""}"
13248823,Cozy North End Studio - Perfect location!,69106634,Andrea,,North End,42.3686825,-71.05430826,Entire home/apt,2,1,0,1,210,150,40.00,3,1,6/23/16,0.39,1,0,moderate,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,""Lock on Bedroom Door"",""Hair Dryer"",Iron}"
13107648,Private Queen room and Loft with 2 single beds,46702413,Beth,,North End,42.36666014,-71.05209407,Private room,4,1,1,3,120,150,25.00,3,19,9/1/16,5.7,2,224,moderate,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
9841140,Luxury 2 bed 1.5 bath in North End M112,32532791,Marie,,North End,42.36378841,-71.05502676,Entire home/apt,6,1.5,2,3,425,,140.00,3,7,8/10/16,0.8,20,196,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
13298108,"Modern Apt, Heart of North End",13539199,Kim,,North End,42.36515137,-71.0567922,Entire home/apt,2,1,1,1,180,,,3,3,9/5/16,3,1,244,flexible,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""Hair Dryer"",""Laptop Friendly Workspace""}"
13642397,Cozy Nautical North End Apt,79163790,Colleen,,North End,42.36620466,-71.05523086,Entire home/apt,2,1,1,1,120,250,50.00,3,4,8/7/16,2.07,1,0,flexible,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Hangers,Iron}"
11624428,Lovely North End condo near Boston Harbor,61571632,Trish,,North End,42.36303226,-71.05088801,Entire home/apt,4,1,1,4,300,,85.00,3,6,6/13/16,1.04,1,0,moderate,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
220676,Private room off the Freedom Trail.,1144302,Howard,,North End,42.36539015,-71.05438197,Private room,5,1,1,1,69,300,60.00,3,160,8/12/16,2.66,1,249,strict,"{Internet,""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",""Other pet(s)"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
5755910,Boston/gym/family friendly,29859334,Joy,,North End,42.36572429,-71.05838781,Entire home/apt,4,2,2,3,180,250,80.00,3,5,8/18/16,0.35,1,297,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
14589695,Little Italy North End Retreat,32532791,Marie,,North End,42.36724256,-71.05833409,Entire home/apt,6,1.5,2,3,425,,25.00,3,0,,,20,155,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
7181950,Spacious North End 1 BR | 1BA,9410008,Jason,,North End,42.36503183,-71.05098528,Entire home/apt,4,1,1,1,199,450,80.00,3,67,8/13/16,4.95,15,325,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
971393,North End Studio - Private Roofdeck,5310128,Kate,,North End,42.3680939,-71.05671598,Entire home/apt,2,1,1,1,175,,,3,11,10/28/13,0.26,1,273,moderate,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,Washer,Dryer}"
12784064,"New, bright, clean,  2 bedroom, amazing location!!",3137257,Furnished Rentals,,North End,42.3646728,-71.05575618,Entire home/apt,6,1,2,4,225,500,140.00,3,11,8/30/16,3.98,7,310,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
4558443,North End Get Away!,23631661,Brie,,North End,42.36686168,-71.05786188,Entire home/apt,2,1,0,2,165,95,25.00,3,22,9/5/16,1,1,37,moderate,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49""}"
10997047,"Historic 1 BDRM, 20 Steps From Old North Church",57064175,Sonia,,North End,42.36541468,-71.05610958,Entire home/apt,4,1,1,2,152,150,125.00,3,19,8/15/16,3.65,1,325,moderate,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}"
3967611,Beautiful 1BD North End/Waterfront,1680669,Arielle & Lucas,,North End,42.36262873,-71.05373335,Entire home/apt,3,1,1,2,200,,50.00,3,4,5/24/15,0.17,1,257,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}"
7080514,Cozy place in the North End,9046262,Andrei,,North End,42.36570748,-71.05770806,Private room,2,1,1,1,130,,,3,1,12/3/15,0.11,1,0,flexible,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,Hangers}"
2376518,North End - Salem St - Harbor,10250257,Caroline,,North End,42.36258546,-71.0556549,Entire home/apt,4,1,1,2,235,250,75.00,3,1,4/20/14,0.03,1,312,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly""}"
13074722,"Sunny, art-filled North End loft with fireplace",3552368,Jerry And Kamil,,North End,42.36425947,-71.05590351,Entire home/apt,2,1,1,1,150,,35.00,3,4,9/5/16,1.12,1,0,moderate,"{Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
13653233,Spacious 3BR in South End,12243051,Flatbook,,Roxbury,42.33529262,-71.08686083,Entire home/apt,6,1,3,3,209,400,95.00,3,2,8/18/16,1.58,58,5,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
5506,$99 Special! Hotel Alternative!,8229,Terry,,Roxbury,42.3298085,-71.09559469,Private room,2,1,1,1,145,,40.00,3,36,6/8/16,0.4,6,344,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Heating,Washer,Dryer}"
2636365,South End Boston Brownstone,13499840,Dean,,Roxbury,42.33631543,-71.0843746,Private room,2,1,1,1,132,100,,3,60,8/23/16,2.05,1,19,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}"
801722,$99 Special!!  Historic Comfort,8229,Terry,,Roxbury,42.32819244,-71.09404877,Private room,2,1,1,1,165,,40.00,3,14,8/26/15,0.31,6,338,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}"
801680,**$125 Special!  Bostons Best!!!**,8229,Terry,,Roxbury,42.32852348,-71.09539244,Entire home/apt,4,1,1,1,195,,70.00,3,23,8/1/16,0.5,6,325,strict,"{""Wireless Internet"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
1374466,"Real Boston, off the beaten track",255183,Michelle,,Roxbury,42.32642042,-71.09013271,Private room,1,1,1,1,85,,,3,25,6/20/16,0.76,5,249,strict,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}"
6780300,Large Sunny room in Boston,212445,Emma,,Roxbury,42.33588188,-71.08310262,Private room,2,1,1,1,65,300,50.00,3,9,8/31/16,0.65,3,318,moderate,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Carbon Monoxide Detector"",""24-Hour Check-in"",""Laptop Friendly Workspace""}"
6080461,$155* L@@K* Cozy Studio Suite! 1.5 miles to center,28662210,Terry,,Roxbury,42.33031844,-71.09405535,Entire home/apt,4,1,0,2,170,,70.00,3,13,4/2/16,0.78,3,329,strict,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
6645010,Cozy front room off the beaten path,19782214,Liz And Lucian,,Roxbury,42.31391431,-71.09274009,Private room,2,1,1,2,55,,20.00,3,24,5/1/16,1.6,1,29,strict,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}"
176006,Spacious 2 family w/Room to Spare,841314,Kathe/Fanny/Candice,,Roxbury,42.31434404,-71.0735016,Private room,2,1,1,1,60,100,20.00,3,88,8/5/16,1.46,1,314,strict,"{""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""translation missing: en.hosting_amenity_50""}"
6695,$125 Special!! Home Away! Condo,8229,Terry,,Roxbury,42.32994061,-71.09350511,Entire home/apt,4,1,1,2,195,,70.00,3,47,5/26/16,0.54,6,324,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
14473053,Lovely 2BR in Lower Roxbury,12243051,Flatbook,,Roxbury,42.3364863,-71.08647876,Entire home/apt,4,1,2,2,209,400,95.00,3,0,,,58,0,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}"
6576530,Sunny Hill Garden Suite #2,14785487,Aihua,,Roxbury,42.31133579,-71.08512821,Entire home/apt,8,2,3,8,450,,200.00,3,4,3/28/16,0.31,7,357,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}"
12463075,Classical Home,6244346,Angel,,Roxbury,42.32118869,-71.0750104,Private room,2,1,1,2,64,,,3,1,8/19/16,1,3,356,flexible,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Lock on Bedroom Door"",Hangers,""Laptop Friendly Workspace""}"
4560053,*$195 SPECIAL*  Historic Beauty!!,8229,Terry,,Roxbury,42.32404973,-71.0906873,Entire home/apt,6,1.5,3,3,250,,95.00,3,23,8/9/16,1.11,6,334,strict,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers}"
